mid1_exam_30,mid2_exam_30,attendance_pct_100,prev_year_sgpa_10,backlogs,high_risk
-0.5790633167564715,-0.683401950850557,0.5950116457417126,1.0619083909629397,-0.4884886917304104,0
-0.3411958267818135,-1.3026690662337443,-0.47752639342508574,0.20867183217748317,-0.4884886917304104,1
0.6846077237338991,0.8885838035836886,-0.025931429565381154,-0.7459393672557512,-0.4884886917304104,0
-0.5641965986330554,-0.3975863591352396,1.2724040915312695,-1.0331675157577869,-0.4884886917304104,0
-0.192528645547652,-0.20704263132502818,-0.025931429565381154,-2.351037844178889,-0.4884886917304104,0
1.7996115829901085,0.4757390599948967,-0.30817828197769653,-0.32354503122334655,-0.4884886917304104,1
0.9819420862022217,-0.6040087309296356,-1.0420200982497165,-0.9148971016687132,-0.4884886917304104,1
-2.2590024647024936,-1.6043633019332462,-0.5339757639075488,-0.4249196718711237,-0.4884886917304104,1
1.249543012423712,1.7460305787296404,0.19986605236447114,0.9267422034325707,-0.4884886917304104,0
0.6846077237338991,0.3010739761688692,-1.3242669506620317,1.1717309183313653,1.675059839117082,1
-0.29659567241156504,-0.4928582230403453,-0.19527954101277037,,-0.4884886917304104,0
-0.028994746190074944,-0.03237754749900068,1.4417522029786587,-0.34888869138529105,-0.4884886917304104,0
-0.41552941739889415,-0.17528534335665968,0.5385622752592496,1.1801788050520132,2.756834104540828,0
-0.7871973704842973,0.25343804421631677,-1.437165691626958,0.5888267346066475,-0.4884886917304104,0
0.14940587129091845,0.6662827878051081,0.6514610162241757,0.394525340031741,-0.4884886917304104,0
0.5210738243763215,-1.3979409301388503,1.3288534620137324,-0.1545872968103853,-0.4884886917304104,0
-0.6087967530033036,0.7297973637418457,0.14341668188200807,-0.9909280821545459,2.756834104540828,1
0.907608495585141,1.285549903188296,0.5950116457417126,0.555035187724055,-0.4884886917304104,0
0.04533884442700568,0.20580211226376377,-0.30817828197769653,-0.4840548789156606,1.675059839117082,1
0.8332749049680603,0.12640889234284228,0.9901572391189541,0.0904014180884094,0.5932855736933358,0
0.2386061800314154,-0.3975863591352396,1.6111003144260478,-0.864209781344825,1.675059839117082,1
1.1157425493129665,-1.0168534745184272,-0.3646276524601596,0.06505775792646566,-0.4884886917304104,0
0.5508072606231542,1.7460305787296404,-0.2517289114952334,-0.23906616401686592,-0.4884886917304104,0
-0.5344631623862229,0.5392536359316337,1.554650943943585,-1.9708829417497247,-0.4884886917304104,0
-1.2034654779399485,1.5554868509194288,1.3853028324961956,0.555035187724055,-0.4884886917304104,0
0.10480571692067049,0.7456760077260296,1.1595053505663433,,0.5932855736933358,0
0.44674023375924093,-1.2709117782653758,0.9901572391189541,-1.1091984962436197,-0.4884886917304104,0
1.7996115829901085,-1.4455768620914031,-0.759773245837401,1.1379393714487738,0.5932855736933358,0
0.9224752137085573,0.5868895678841867,-0.19527954101277037,-1.877956187822596,-0.4884886917304104,0
0.25347289815483176,-1.9060575376327478,1.723999055390974,-0.864209781344825,-0.4884886917304104,0
0.8927417774617247,0.22168075624794772,-0.2517289114952334,-0.9909280821545459,-0.4884886917304104,0
-0.44526285364572626,-0.42934364710360806,1.667549684908511,,-0.4884886917304104,0
-0.40066269927547804,-0.20704263132502818,0.14341668188200807,1.2055224652139587,-0.4884886917304104,0
1.5468773748920346,0.7615546517102141,1.723999055390974,0.41142111347303684,1.675059839117082,0
0.8035414687212282,0.18992346827957923,0.8208091276715649,0.1241929649710018,-0.4884886917304104,0
0.9670753680788053,0.4281031280423437,-1.0420200982497165,-1.3541872111424142,-0.4884886917304104,1
-0.44526285364572626,1.5396082069352444,1.3853028324961956,1.872905516145157,-0.4884886917304104,0
0.0007386900567572007,-0.27055720726176513,-1.0420200982497165,-1.599175926041209,-0.4884886917304104,1
-1.0993984510760357,1.5078509189668758,1.554650943943585,1.0365647308009958,0.5932855736933358,0
-1.2926657866804456,0.4122244840581597,-1.2678175801795688,0.7239929221370163,-0.4884886917304104,0
-0.5939300348798875,-1.3661836421704816,0.4821129047767865,-0.6445647266079747,-0.4884886917304104,0
0.1196724350440863,-0.635766018898004,0.7643597571891019,0.2678070392220193,-0.4884886917304104,0
1.249543012423712,-0.3975863591352396,0.877258498154028,1.7461872153354354,-0.4884886917304104,0
-1.9765348203575872,0.11053024835865777,0.9901572391189541,-1.3119477775391732,-0.4884886917304104,0
-1.0993984510760357,-0.6516446628821883,0.5385622752592496,,0.5932855736933358,0
-0.192528645547652,-0.5722514429612668,-1.0984694687321794,-0.06166054288325602,2.756834104540828,1
-0.08846161868373922,-0.0958921234357382,-0.9291213572847903,-0.7628351406970477,-0.4884886917304104,1
0.04533884442700568,1.7460305787296404,-1.2678175801795688,-1.1852294767294524,-0.4884886917304104,1
0.654874287487067,-0.7786738147556628,0.08696731139954499,1.6954998950115465,-0.4884886917304104,0
0.402140079388993,0.2693166882005007,1.4417522029786587,-0.7205957070938074,-0.4884886917304104,0
-0.1330617730539877,1.4760936309985075,0.4256635342943234,0.0228183243232246,-0.4884886917304104,0
-0.7723306523608812,1.349064479125033,0.877258498154028,-0.1545872968103853,-0.4884886917304104,0
-1.233198914186781,-0.03237754749900068,-0.3646276524601596,1.0450126175216436,-0.4884886917304104,1
0.17913930753775112,1.0791275313939002,-0.759773245837401,-1.430218191628247,-0.4884886917304104,1
0.907608495585141,-1.334426354202113,-0.42107702294262267,-2.351037844178889,-0.4884886917304104,1
1.1157425493129665,0.3645885521056067,0.8208091276715649,1.602573141084418,-0.4884886917304104,0
